customerID,Segment,ChurnProb,CLV,InterventionScore,RFM_Score,Contract,tenure,MonthlyCharges
1120-BMWUB,Low Priority,65.69,8.34,19.73,7,Month-to-month,16,53.9
4816-LXZYW,Low Priority,76.69,7.14,19.71,10,Month-to-month,23,79.15
9866-OCCKE,Champions,0.84,1948.4,19.7,15,Two year,72,109.75
2746-DIJLO,Low Priority,50.63,16.2,19.69,9,One year,41,56.3
8610-WFCJF,Low Priority,80.74,6.77,19.69,13,Month-to-month,49,95.6
9626-WEQRM,Low Priority,36.06,15.15,19.68,5,Month-to-month,4,29.15
5327-XOKKY,Champions,2.71,604.42,19.68,12,Two year,72,73.45
6481-LXPWL,Stable,21.36,38.37,19.67,8,One year,56,36.1
7586-ZATGZ,Low Priority,78.33,6.97,19.66,10,Month-to-month,40,84.9
2498-XLDZR,Champions,2.67,614.28,19.65,11,Two year,32,73.6
9835-ZIITK,Low Priority,75.11,10.9,19.65,15,One year,66,110.85
9633-XQABV,Low Priority,73.81,7.39,19.65,6,Month-to-month,3,70.25
8714-CTZJW,Low Priority,77.81,7.01,19.65,8,Month-to-month,4,82.85
2977-CEBSX,Champions,1.33,1234.91,19.64,14,Two year,66,90.05
4922-CVPDX,Champions,2.67,612.5,19.63,10,Two year,26,73.5
3067-SVMTC,Champions,0.81,1014.68,19.63,10,One year,68,55.9
6900-PXRMS,Low Priority,82.65,6.59,19.62,13,Month-to-month,26,105.75
7112-OPOTK,Low Priority,73.08,7.46,19.62,8,Month-to-month,33,68.25
7639-LIAYI,Champions,1.91,855.42,19.61,13,Two year,52,79.75
5244-IRFIH,Low Priority,80.61,6.75,19.59,11,Month-to-month,33,94.5
7421-ZLUPA,Low Priority,36.59,14.87,19.59,6,Month-to-month,8,29.25
8480-PPONV,Champions,0.75,2169.27,19.59,15,Two year,62,115.55
7729-JTEEC,Low Priority,58.72,9.25,19.56,5,Month-to-month,2,44.5
7130-VTEWQ,Low Priority,75.83,7.16,19.56,7,Month-to-month,8,75.75
8805-JNRAZ,Low Priority,62.73,8.65,19.55,5,Month-to-month,2,49.2
6624-JDRDS,Low Priority,37.17,14.6,19.55,5,Month-to-month,6,29.45
6032-KRXXO,Low Priority,79.75,6.8,19.54,10,Month-to-month,30,90.25
7486-KSRVI,Low Priority,72.56,11.22,19.54,13,One year,43,100.0
3280-MRDOF,Champions,3.69,441.71,19.54,10,Two year,30,69.1
0599-XNYDO,Low Priority,73.79,7.35,19.54,7,Month-to-month,20,69.8
4254-QPEDE,Champions,5.3,307.08,19.52,12,Two year,52,66.25
4115-UMJFQ,Champions,2.98,272.84,19.52,9,One year,69,35.75
3669-WHAFY,Champions,0.75,2163.64,19.51,15,Two year,71,115.15
4430-YHXGG,Champions,2.21,245.68,19.51,5,Month-to-month,4,25.45
8325-QRPZR,Low Priority,75.74,7.14,19.48,7,Month-to-month,7,75.15
1100-DDVRV,Low Priority,63.3,8.55,19.48,7,Month-to-month,17,49.8
3580-HYCSP,Champions,0.81,1991.21,19.47,15,Two year,72,110.3
2073-QBVBI,Stable,20.71,39.14,19.46,8,One year,41,35.45
8708-XPXHZ,Low Priority,80.69,6.7,19.45,12,Month-to-month,42,94.2
8182-BJDSI,Low Priority,79.78,6.77,19.44,11,Month-to-month,28,89.95
9283-LZQOH,Low Priority,75.56,7.14,19.43,7,Month-to-month,13,74.4
5641-DMBFJ,Champions,1.55,1044.96,19.43,13,Two year,58,84.3
3908-BLSYF,Low Priority,78.35,6.88,19.42,8,Month-to-month,6,83.9
0305-SQECB,Champions,2.78,291.08,19.41,7,One year,11,36.05
2516-XSJKX,Champions,1.95,828.04,19.41,12,Two year,41,78.45
8659-IOOPU,Champions,0.99,1639.6,19.41,15,Two year,71,100.45
9174-IHETN,Champions,3.12,516.59,19.37,9,Two year,50,70.35
7912-SYRQT,Low Priority,75.87,7.09,19.36,7,Month-to-month,7,75.1
3247-ZVOUO,Low Priority,78.83,6.82,19.36,9,Month-to-month,10,85.55
9412-GHEEC,Low Priority,82.75,6.49,19.33,13,Month-to-month,40,104.8
8601-QACRS,Low Priority,64.19,8.36,19.32,5,Month-to-month,5,50.6
7343-EOBEU,Stable,21.21,25.31,19.32,3,Month-to-month,3,23.6
4013-TLDHQ,Low Priority,76.91,6.97,19.31,8,Month-to-month,19,78.25
9644-UMGQA,Low Priority,63.14,8.49,19.31,6,Month-to-month,6,49.15
4391-RESHN,Low Priority,82.64,6.49,19.31,13,Month-to-month,23,104.05
4612-THJBS,Low Priority,74.12,10.85,19.3,14,One year,56,104.75
7733-UDMTP,Low Priority,67.11,7.99,19.3,10,Month-to-month,57,55.0
1937-OTUKY,Champions,1.02,1569.27,19.3,15,Two year,72,98.2
3258-SANFR,Low Priority,59.48,9.01,19.29,5,Month-to-month,6,44.7
4373-MAVJG,Low Priority,80.16,6.68,19.28,9,Month-to-month,14,90.9
0354-WYROK,Low Priority,81.78,6.54,19.26,12,Month-to-month,31,98.9
9518-RWHZL,Low Priority,72.99,10.98,19.24,14,One year,64,100.05
3763-GCZHZ,Low Priority,74.03,10.83,19.24,15,One year,66,104.05
1729-VLAZJ,Champions,1.73,462.36,19.23,7,One year,10,40.25
0014-BMAQU,Champions,1.48,1080.0,19.22,13,Two year,63,84.65
4813-HQMGZ,Low Priority,80.08,6.67,19.22,10,Month-to-month,8,90.25
4915-BFSXL,Champions,19.33,82.75,19.2,12,Two year,70,68.95
5480-TBGPH,Low Priority,81.93,6.51,19.19,12,Month-to-month,24,99.3
1895-QTKDO,Low Priority,59.01,9.03,19.19,5,Month-to-month,1,43.95
2307-FYNNL,Low Priority,50.33,31.77,19.18,15,Two year,65,109.05
2080-CAZNM,Low Priority,82.82,6.43,19.18,14,Month-to-month,41,104.4
8976-OQHGT,Low Priority,68.18,7.82,19.18,6,Month-to-month,4,56.5
5614-DNZCE,Champions,5.48,291.37,19.17,11,Two year,58,64.9
8221-HVAYI,Champions,3.25,491.13,19.17,11,Two year,35,69.15
8496-EJAUI,Low Priority,75.71,7.03,19.16,7,Month-to-month,19,73.85
9548-ZMVTX,Champions,1.23,1302.01,19.14,13,Two year,72,90.45
9601-BRXPO,Low Priority,82.96,6.4,19.13,13,Month-to-month,25,104.95
6851-WEFYX,Low Priority,82.26,6.46,19.12,12,Month-to-month,35,100.8
3793-MMFUH,Low Priority,81.18,6.54,19.12,10,Month-to-month,13,95.05
2815-CPTUL,Low Priority,74.51,7.13,19.12,6,Month-to-month,5,70.25
2984-TBYKU,Champions,0.87,1833.06,19.11,15,Two year,72,104.9
5788-YPOEG,Champions,1.45,1097.02,19.1,12,Two year,34,84.75
1658-BYGOY,Low Priority,81.29,6.53,19.1,10,Month-to-month,18,95.45
2969-VAPYH,Champions,0.66,1209.32,19.09,12,One year,67,60.5
8434-PNQZX,Champions,1.84,863.58,19.09,12,Two year,42,78.45
9470-YFUYI,Champions,0.5,1588.9,19.09,12,One year,71,71.0
2897-DOVND,Low Priority,74.41,7.12,19.08,6,Month-to-month,2,69.8
4291-SHSBH,Low Priority,74.33,7.13,19.07,7,Month-to-month,7,69.55
0248-IPDFW,Low Priority,64.31,8.23,19.06,5,Month-to-month,1,50.1
2800-QQUSO,Low Priority,82.25,6.43,19.03,13,Month-to-month,42,100.3
9530-GRMJG,Champions,1.47,1080.95,19.02,14,Two year,70,84.1
0536-ESJEP,Champions,2.19,723.42,19.02,11,Two year,54,74.55
9058-MJLZC,Low Priority,81.2,6.5,19.01,12,Month-to-month,24,94.6
9367-WXLCH,Low Priority,78.95,6.69,19.01,9,Month-to-month,8,84.5
3174-AKMAS,Champions,5.62,281.78,19.0,10,Two year,46,64.2
9530-EHPOH,Low Priority,66.88,7.89,18.99,7,Month-to-month,11,53.75
1984-GPTEH,Stable,28.0,18.84,18.99,6,Month-to-month,29,25.15
8290-YWKHZ,Low Priority,80.95,6.51,18.98,10,Month-to-month,32,93.2
4918-QLLIW,Low Priority,66.69,7.9,18.97,5,Month-to-month,3,53.4
6100-QQHEB,Low Priority,80.83,6.52,18.96,10,Month-to-month,17,92.55
2181-UAESM,Low Priority,66.74,7.89,18.96,6,Month-to-month,2,53.45
8625-AZYZY,Low Priority,83.06,6.34,18.95,13,Month-to-month,24,104.65
8356-WUAOJ,Low Priority,60.5,8.69,18.94,5,Month-to-month,1,45.0
3950-VPYJB,Champions,0.67,1184.18,18.94,11,One year,57,59.6
4587-VVTOX,Low Priority,83.17,6.33,18.94,11,Month-to-month,6,105.3
6289-CPNLD,Low Priority,63.95,12.33,18.93,10,One year,33,73.9
9110-HSGTV,Champions,1.53,1030.43,18.92,14,Two year,69,82.45
6689-KXGBO,Low Priority,64.93,8.09,18.9,5,Month-to-month,1,50.55
9553-DLCLU,Champions,1.24,1273.95,18.89,11,Two year,13,88.95
8637-XJIVR,Low Priority,77.62,6.76,18.88,8,Month-to-month,12,78.95
2480-SQIOB,Low Priority,60.44,8.68,18.88,5,Month-to-month,4,44.8
4671-VJLCL,Champions,1.67,942.75,18.84,14,Two year,63,79.85
9878-TNQGW,Low Priority,78.24,6.68,18.82,7,Month-to-month,2,80.95
6379-RXJRQ,Low Priority,74.89,6.97,18.8,7,Month-to-month,10,70.1
9927-DSWDF,Low Priority,83.23,6.26,18.76,13,Month-to-month,22,104.6
7694-VLBWQ,Low Priority,74.7,10.46,18.76,15,One year,67,104.1
3070-DVEYC,Low Priority,76.2,6.84,18.75,7,Month-to-month,7,73.75
8245-UMPYT,Low Priority,81.82,6.36,18.74,11,Month-to-month,16,96.4
4277-PVRAN,Low Priority,78.11,6.66,18.74,8,Month-to-month,8,80.1
7501-IWUNG,Champions,2.15,725.27,18.74,12,Two year,61,73.8
3348-CFRNX,Low Priority,81.02,6.42,18.74,11,Month-to-month,28,92.35
5028-GZLDO,Low Priority,75.19,6.92,18.73,6,Month-to-month,2,70.7
1904-WAJAA,Champions,4.65,335.45,18.73,11,Two year,24,64.35
5816-JMLGY,Champions,1.6,976.41,18.72,14,Two year,70,80.4
4654-ULTTN,Stable,28.43,54.88,18.72,13,Two year,70,74.8
4032-RMHCI,Champions,2.52,308.43,18.68,8,One year,41,35.4
2519-FAKOD,Low Priority,82.4,6.3,18.68,12,Month-to-month,38,99.25
4291-HYEBC,Low Priority,31.95,24.35,18.67,7,One year,28,39.1
2826-DXLQO,Low Priority,40.88,12.67,18.65,5,Month-to-month,7,29.8
5372-FBKBN,Champions,7.19,72.01,18.64,5,Month-to-month,21,20.75
1298-PHBTI,Champions,1.35,1148.24,18.63,12,Two year,71,84.8
7976-CICYS,Champions,8.56,60.43,18.63,3,Month-to-month,4,20.7
2958-NHPPS,Champions,6.28,82.37,18.63,5,Month-to-month,23,20.85
4566-GOLUK,Low Priority,83.78,6.17,18.61,14,Month-to-month,47,107.35
8309-PPCED,Champions,0.74,2086.65,18.6,15,Two year,72,110.45
8645-KOMJQ,Champions,1.48,1046.33,18.6,14,Two year,69,81.95
8111-SLLHI,Low Priority,83.54,6.18,18.59,13,Month-to-month,39,105.65
4902-OHLSK,Low Priority,82.37,6.27,18.59,12,Month-to-month,29,98.65
0750-EKNGL,Stable,10.49,49.21,18.58,4,Month-to-month,7,20.75
5404-GGUKR,Low Priority,66.08,7.81,18.58,5,Month-to-month,5,51.35
0979-PHULV,Low Priority,82.54,6.25,18.57,14,Month-to-month,69,99.45
7005-CYUIL,Champions,0.92,1689.23,18.56,15,Two year,71,99.4
6633-MPWBS,Low Priority,64.62,7.98,18.56,5,Month-to-month,5,49.2
6029-CSMJE,Low Priority,31.19,16.53,18.56,5,Month-to-month,17,25.65
9313-QOLTZ,Champions,5.61,91.85,18.55,5,Month-to-month,26,20.9
0787-LHDYT,Champions,8.81,58.46,18.53,4,Month-to-month,16,20.6
0015-UOCOJ,Low Priority,63.95,8.05,18.52,6,Month-to-month,7,48.2
6743-HHQPF,Stable,29.79,17.27,18.51,7,Month-to-month,42,25.1
3677-TNKIO,Low Priority,75.61,6.8,18.5,7,Month-to-month,14,71.0
3317-VLGQT,Low Priority,77.86,6.59,18.48,8,Month-to-month,14,78.1
8152-VETUR,Champions,0.94,1638.1,18.46,14,Two year,72,97.7
0392-BZIUW,Champions,0.81,1905.22,18.44,15,Two year,72,105.0
2227-JRSJX,Low Priority,82.61,6.2,18.43,12,Month-to-month,21,99.15
6122-LJADA,Champions,1.12,1367.32,18.42,14,Two year,70,90.15
2790-XUYMV,Champions,0.36,2144.48,18.41,13,One year,71,85.45
9618-LFJRU,Champions,7.86,65.0,18.4,3,Month-to-month,4,20.45
7508-DQAKK,Champions,1.24,1232.89,18.39,14,Two year,64,86.4
5955-EPOAZ,Stable,13.86,36.85,18.38,3,Month-to-month,6,20.95
7266-GSSJX,Champions,7.34,69.6,18.38,4,Month-to-month,11,20.45
3594-IVHJZ,Stable,9.36,54.52,18.38,3,Month-to-month,2,20.45
4088-YLDSU,Low Priority,75.23,10.18,18.37,14,One year,55,104.15
1385-TQOZW,Champions,7.27,70.2,18.37,4,Month-to-month,9,20.45
9795-NREXC,Champions,1.29,1184.78,18.36,14,Two year,64,85.0
4486-EFAEB,Champions,8.11,62.85,18.36,4,Month-to-month,13,20.4
5215-LNLDJ,Stable,29.2,17.46,18.36,4,Month-to-month,7,24.7
1431-AIDJQ,Champions,1.42,1077.07,18.36,12,Two year,33,82.1
1614-JBEBI,Champions,5.55,91.83,18.36,4,Month-to-month,8,20.7
7952-OBOYL,Low Priority,80.88,6.31,18.36,9,Month-to-month,3,89.85
2211-RMNHO,Champions,1.28,1196.75,18.35,14,Two year,68,85.3
9367-OIUXP,Stable,12.46,40.89,18.34,3,Month-to-month,4,20.7
7706-DZNKK,Champions,6.88,74.08,18.34,4,Month-to-month,11,20.45
0816-TSPHQ,Stable,12.99,39.17,18.32,3,Month-to-month,2,20.75
3675-EQOZA,Stable,12.34,41.23,18.31,3,Month-to-month,5,20.65
4623-ZKHLY,Champions,6.5,78.18,18.3,5,Month-to-month,22,20.45
1850-AKQEP,Champions,9.13,55.68,18.3,4,Month-to-month,8,20.35
1666-JXLKU,Low Priority,82.91,6.13,18.29,12,Month-to-month,37,100.05
2410-CIYFZ,Champions,6.65,76.29,18.28,3,Month-to-month,2,20.4
3012-VFFMN,Champions,5.43,93.5,18.28,4,Month-to-month,7,20.65
7197-VOJMM,Champions,2.54,600.22,18.28,12,Two year,67,69.2
2732-ISEZX,Stable,11.45,44.35,18.27,3,Month-to-month,5,20.5
9929-PLVPA,Stable,10.43,48.67,18.27,3,Month-to-month,4,20.4
2928-HLDBA,Champions,5.22,97.15,18.27,3,Month-to-month,6,20.7
7395-IGJOS,Low Priority,79.03,6.42,18.26,8,Month-to-month,17,81.5
2737-YNGYW,Low Priority,78.79,6.44,18.25,7,Month-to-month,2,80.55
8444-WRIDW,Low Priority,78.78,6.43,18.24,12,Month-to-month,66,80.45
5914-XRFQB,Champions,0.66,2317.09,18.24,15,Two year,72,115.8
1624-WOIWJ,Low Priority,79.86,6.34,18.23,9,Month-to-month,10,84.7
4690-LLKUA,Low Priority,62.04,8.16,18.22,6,Month-to-month,17,45.05
1755-RMCXH,Stable,9.89,51.17,18.22,3,Month-to-month,2,20.3
4054-CUMIA,Champions,8.17,61.95,18.22,4,Month-to-month,18,20.25
1159-WFSGR,Stable,11.26,44.92,18.2,4,Month-to-month,16,20.4
2085-JVGAD,Champions,6.38,79.23,18.2,5,Month-to-month,37,20.35
3500-NSDOA,Champions,2.26,671.1,18.2,12,Two year,68,70.8
1539-LNKHM,Champions,6.08,83.15,18.2,4,Month-to-month,12,20.4
2712-SYWAY,Low Priority,32.77,15.42,18.2,5,Month-to-month,1,25.7
3312-ZWLGF,Low Priority,78.52,6.44,18.2,10,Month-to-month,29,79.3
4751-ERMAN,Champions,1.8,845.08,18.2,12,Two year,72,75.4
7587-RZNME,Low Priority,60.56,8.35,18.19,5,Month-to-month,3,43.3
3530-CRZSB,Champions,5.07,99.65,18.18,4,Month-to-month,7,20.65
6131-JLWZM,Stable,10.41,48.54,18.18,4,Month-to-month,13,20.3
2371-JQHZZ,Low Priority,81.73,6.17,18.16,11,Month-to-month,24,93.0
9732-KPKBW,Low Priority,68.45,7.37,18.16,6,Month-to-month,1,53.95
7270-BDIOA,Low Priority,81.13,6.22,18.16,11,Month-to-month,22,90.0
9932-WBWIK,Stable,11.19,45.08,18.16,4,Month-to-month,11,20.35
8100-PNJMH,Champions,1.12,1347.6,18.15,14,Two year,68,88.85
6671-NGWON,Stable,11.46,43.99,18.14,4,Month-to-month,7,20.35
5948-UJZLF,Low Priority,65.5,7.68,18.12,5,Month-to-month,2,49.25
3372-KWFBM,Low Priority,80.42,6.26,18.12,9,Month-to-month,16,86.6
9769-TSBZE,Champions,3.06,492.4,18.11,12,Two year,70,66.0
6838-HVLXG,Stable,11.3,44.51,18.11,4,Month-to-month,12,20.3
6656-JWRQX,Low Priority,44.08,11.41,18.11,5,Month-to-month,1,30.55
3370-HXOPH,Low Priority,77.73,6.47,18.1,6,Month-to-month,3,76.1
1271-SJBGZ,Low Priority,61.07,8.24,18.1,7,Month-to-month,12,43.65
1925-GMVBW,Stable,13.32,37.74,18.1,3,Month-to-month,5,20.55
6490-FGZAT,Champions,4.81,104.45,18.09,3,Month-to-month,6,20.65
6543-CPZMK,Low Priority,43.02,11.68,18.08,5,Month-to-month,9,29.95
5067-DGXLL,Stable,11.1,45.26,18.08,3,Month-to-month,2,20.25
7771-CFQRQ,Champions,3.74,402.97,18.08,11,Two year,47,63.8
4510-PYUSH,Low Priority,70.36,7.14,18.08,8,Month-to-month,38,57.15
5774-XZTQC,Champions,5.3,94.78,18.07,4,Month-to-month,7,20.45
3847-BAERP,Stable,15.65,32.09,18.07,4,Month-to-month,10,20.9
4803-LBYPN,Champions,4.43,113.42,18.07,5,Month-to-month,34,20.8
9750-BOOHV,Champions,9.19,81.93,18.07,6,One year,32,30.15
2640-PMGFL,Low Priority,78.74,6.37,18.06,10,Month-to-month,27,79.5
6686-YPGHK,Low Priority,80.24,6.25,18.06,11,Month-to-month,47,85.5
7754-IXRMC,Low Priority,62.63,8.01,18.06,5,Month-to-month,1,45.35
5348-CAGXB,Low Priority,81.15,6.18,18.05,9,Month-to-month,12,89.55
0565-IYCGT,Low Priority,67.71,11.11,18.05,13,One year,69,78.6
2159-TURXX,Champions,8.81,56.87,18.04,3,Month-to-month,5,20.05
6582-OIVSP,Low Priority,62.63,8.0,18.04,4,Month-to-month,1,45.3
1336-EZFZY,Champions,8.55,58.65,18.04,3,Month-to-month,4,20.05
1784-BXEFA,Champions,4.92,101.83,18.04,4,Month-to-month,10,20.55
7094-MSZAO,Champions,8.32,60.21,18.04,4,Month-to-month,10,20.05
4958-GZWIY,Low Priority,65.26,7.68,18.04,6,Month-to-month,7,48.7
3488-PGMQJ,Low Priority,77.35,6.47,18.03,7,Month-to-month,8,74.5
7530-HDYDS,Low Priority,79.97,6.26,18.03,10,Month-to-month,38,84.25
6692-UDPJC,Low Priority,81.6,6.14,18.03,10,Month-to-month,14,91.65
2342-CKIAO,Stable,12.14,41.24,18.02,3,Month-to-month,2,20.3
3752-CQSJI,Champions,5.11,97.91,18.02,4,Month-to-month,13,20.45
9512-PHSMG,Champions,4.86,103.01,18.02,4,Month-to-month,10,20.55
6877-LGWXO,Low Priority,78.54,6.37,18.01,8,Month-to-month,18,78.55
3798-EPWRR,Low Priority,61.54,8.13,18.01,5,Month-to-month,2,43.95
6147-CBCRA,Stable,9.61,52.08,18.01,5,Month-to-month,33,20.05
2739-CCZMB,Stable,12.76,39.17,18.0,3,Month-to-month,5,20.35
3397-AVTKU,Champions,8.22,182.4,18.0,10,Two year,43,60.0
3237-AJGEH,Low Priority,45.27,11.04,17.99,5,Month-to-month,3,31.0
0380-ZCSBI,Stable,9.31,53.65,17.98,4,Month-to-month,10,20.0
4237-CLSMM,Champions,7.55,66.19,17.98,3,Month-to-month,2,20.0
7808-DVWEP,Stable,9.12,54.76,17.98,3,Month-to-month,3,20.0
9294-TDIPC,Stable,11.74,42.54,17.98,3,Month-to-month,5,20.2
6583-SZVGP,Low Priority,53.06,28.24,17.98,14,Two year,48,108.1
8571-ZCMCX,Champions,7.41,202.21,17.98,11,Two year,47,60.0
8439-LTUGF,Stable,9.26,53.97,17.98,4,Month-to-month,10,20.0
2371-JUNGC,Stable,12.18,41.01,17.97,4,Month-to-month,11,20.25
5919-VCZYM,Champions,6.63,75.22,17.96,3,Month-to-month,2,20.05
8720-RQSBJ,Low Priority,61.68,8.09,17.96,5,Month-to-month,1,44.0
1480-BKXGA,Champions,0.64,2355.44,17.96,15,Two year,72,116.05
0604-THJFP,Champions,1.68,892.32,17.96,11,Two year,59,75.95
4986-MXSFP,Stable,9.66,51.65,17.96,3,Month-to-month,2,20.0
3551-GAEGL,Champions,5.44,137.48,17.95,6,One year,34,30.4
3039-MJSLN,Stable,11.97,41.68,17.95,3,Month-to-month,3,20.2
2346-DJQTB,Stable,29.19,17.08,17.95,5,Month-to-month,35,24.15
7140-ADSMJ,Champions,4.87,102.24,17.94,4,Month-to-month,8,20.45
6231-WFGFH,Stable,14.32,34.76,17.92,3,Month-to-month,4,20.5
1796-JANOW,Stable,9.48,52.52,17.92,3,Month-to-month,2,19.95
9101-BWFSS,Low Priority,76.84,9.71,17.91,14,One year,50,108.55
3589-PPVKW,Low Priority,62.14,8.01,17.91,6,Month-to-month,9,44.4
0871-OPBXW,Stable,11.05,45.03,17.91,3,Month-to-month,2,20.05
1041-RXHRA,Low Priority,76.14,6.53,17.91,9,Month-to-month,41,70.25
9967-ATRFS,Champions,8.9,55.91,17.9,4,Month-to-month,19,19.9
8590-YFFQO,Champions,3.13,476.01,17.89,12,Two year,70,64.95
4397-FRLTA,Stable,12.11,41.05,17.89,3,Month-to-month,4,20.15
4471-KXAUH,Low Priority,80.14,6.2,17.89,12,Month-to-month,42,84.3
4936-YPJNK,Champions,7.64,65.08,17.89,4,Month-to-month,10,19.9
3097-PYWXL,Champions,6.72,73.86,17.88,3,Month-to-month,4,19.95
9068-VPWQQ,Champions,1.7,878.1,17.88,13,Two year,61,75.35
2506-CLAKW,Low Priority,82.96,5.99,17.88,11,Month-to-month,6,98.15
9490-DFPMD,Low Priority,80.23,6.19,17.88,11,Month-to-month,42,84.65
5066-GFJMM,Stable,9.42,52.75,17.88,3,Month-to-month,3,19.9
7627-JKIAZ,Low Priority,78.8,6.3,17.88,9,Month-to-month,37,78.95
3061-BCKYI,Stable,9.53,52.09,17.88,4,Month-to-month,14,19.9
9140-CZQZZ,Champions,1.44,1036.5,17.88,14,Two year,68,79.6
2302-OUZXB,Champions,1.32,1130.93,17.87,14,Two year,72,82.15
8510-TMWYB,Champions,6.77,220.1,17.87,11,Two year,54,59.8
3884-HCSWG,Low Priority,76.1,6.52,17.87,7,Month-to-month,17,70.0
8685-WHQPW,Low Priority,77.53,6.4,17.86,9,Month-to-month,22,74.4
6131-IUNXN,Stable,12.76,38.88,17.86,4,Month-to-month,19,20.2
4194-FJARJ,Champions,6.25,238.32,17.86,11,Two year,54,60.0
6972-SNKKW,Stable,11.03,45.0,17.86,3,Month-to-month,6,20.0
9758-MFWGD,Champions,10.51,70.78,17.85,8,One year,48,29.9
8821-KVZKQ,Champions,0.62,1196.59,17.85,11,One year,70,58.4
7874-ECPQJ,Stable,11.72,42.3,17.84,3,Month-to-month,4,20.05
4505-EXZHB,Low Priority,77.55,6.39,17.84,6,Month-to-month,6,74.4
8200-LGKSR,Champions,1.26,1175.19,17.82,14,Two year,71,83.2
4712-UYOOI,Stable,11.55,42.84,17.82,4,Month-to-month,20,20.0
7997-EASSD,Champions,0.37,2021.07,17.82,12,One year,63,81.2
8942-DBMHZ,Champions,4.54,108.94,17.81,4,Month-to-month,12,20.45
5998-DZLYR,Champions,0.94,1584.04,17.8,15,Two year,61,94.35
1699-UOTXU,Champions,4.45,332.91,17.79,11,Two year,60,61.4
0823-HSCDJ,Low Priority,66.05,7.48,17.79,9,Month-to-month,52,49.15
2164-SOQXL,Champions,5.57,88.64,17.78,4,Month-to-month,20,20.05
2676-SSLTO,Champions,2.74,539.65,17.76,11,Two year,49,66.15
6463-MVYRY,Champions,2.16,684.08,17.76,11,Two year,57,69.85
5208-FVQKB,Champions,2.42,612.25,17.75,12,Two year,70,67.95
8739-QOTTN,Stable,14.71,33.5,17.74,3,Month-to-month,2,20.35
3689-MOZGR,Low Priority,46.41,10.62,17.74,7,Month-to-month,29,31.2
2903-YYTBW,Low Priority,62.63,7.87,17.74,5,Month-to-month,1,44.55
3859-CVCET,Low Priority,63.56,7.75,17.73,4,Month-to-month,4,45.65
2351-BKRZW,Champions,1.66,889.02,17.73,11,Two year,43,75.2
7025-WCBNE,Champions,6.1,242.02,17.72,10,Two year,47,59.6
2428-ZMCTB,Champions,6.97,70.63,17.72,4,Month-to-month,10,19.75
7623-HKYRK,Champions,7.91,62.26,17.72,3,Month-to-month,6,19.7
6961-VCPMC,Low Priority,79.37,6.2,17.72,10,Month-to-month,46,80.4
9818-XQCUV,Stable,14.79,33.28,17.72,3,Month-to-month,2,20.35
1641-BYBTK,Stable,13.88,35.48,17.72,3,Month-to-month,6,20.2
3981-QSVQI,Stable,9.33,52.75,17.71,4,Month-to-month,8,19.7
0310-VQXAM,Stable,11.31,43.51,17.71,4,Month-to-month,9,19.85
9970-QBCDA,Stable,9.08,54.18,17.71,3,Month-to-month,6,19.7
9824-BEMCV,Low Priority,75.97,6.48,17.71,7,Month-to-month,17,69.0
6407-UTSLV,Low Priority,80.24,6.13,17.7,8,Month-to-month,2,83.8
0319-QZTCO,Low Priority,71.75,6.85,17.7,6,Month-to-month,3,58.7
3891-PUQOD,Low Priority,71.99,6.83,17.7,7,Month-to-month,1,59.2
8393-DLHGA,Low Priority,82.74,5.94,17.7,12,Month-to-month,25,95.9
3077-RSNTJ,Stable,9.44,52.1,17.7,3,Month-to-month,6,19.7
6476-EPYZR,Champions,4.2,117.12,17.69,4,Month-to-month,12,20.5
4849-PYRLQ,Champions,1.8,820.45,17.69,12,Two year,56,73.25
2685-SREOM,Low Priority,81.42,6.04,17.69,11,Month-to-month,25,89.1
2359-KMGLI,Low Priority,79.37,6.19,17.69,10,Month-to-month,24,80.25
6394-HHHZM,Stable,17.04,28.83,17.68,3,Month-to-month,3,20.7
7998-ZLXWN,Stable,15.77,31.12,17.67,4,Month-to-month,15,20.45
4018-KJYUY,Champions,4.82,101.8,17.66,5,Month-to-month,22,20.15
5651-YLPRD,Low Priority,80.81,6.07,17.66,10,Month-to-month,32,86.1
4568-TTZRT,Champions,4.28,114.53,17.65,4,Month-to-month,9,20.4
1760-CAZHT,Champions,3.69,132.8,17.65,5,Month-to-month,25,20.8
5216-WASFJ,Low Priority,80.54,6.09,17.65,10,Month-to-month,31,84.85
1582-RAFML,Low Priority,72.5,6.76,17.64,8,Month-to-month,1,60.1
8292-TYSPY,Low Priority,69.98,6.99,17.62,7,Month-to-month,19,55.0
4911-BANWH,Low Priority,80.96,6.05,17.62,10,Month-to-month,31,86.55
2668-TZSPS,Stable,16.04,30.53,17.62,3,Month-to-month,1,20.45
0673-IGUQO,Stable,16.04,30.53,17.62,3,Month-to-month,1,20.45
0513-RBGPE,Champions,3.49,420.97,17.61,10,Two year,37,62.8
2692-PFYTJ,Low Priority,35.17,13.91,17.61,5,Month-to-month,1,25.75
3085-QUOZK,Low Priority,62.39,7.84,17.61,5,Month-to-month,1,43.95
0946-FKYTX,Stable,13.86,52.93,17.61,7,One year,52,30.1
4537-DKTAL,Low Priority,63.76,7.67,17.59,5,Month-to-month,2,45.55
6261-RCVNS,Low Priority,66.52,11.02,17.59,12,One year,42,73.9
6278-FEPBZ,Stable,15.15,32.26,17.59,4,Month-to-month,9,20.25
